MAG_id,Food fermentation,Species_id,Genome size (bp),Completeness (%),Contamination (%),Quality assessment,Domain,Phylum,Class,Order,Family,Genus,Species
MAG_637,Cheese ,Species_148,3233014,80.32 ,4.36 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_638,Cheese ,Species_121,3659035,95.71 ,3.04 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium alimentarium
MAG_639,Cheese ,Species_211,3177698,93.68 ,0.54 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__unknown103
MAG_640,Cheese ,Species_148,3105359,86.23 ,1.16 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_641,Cheese ,Species_141,2729594,98.06 ,0.51 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium gubbeenense
MAG_642,Cheese ,Species_213,3718018,99.14 ,0.86 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas sp900163645
MAG_643,Cheese ,Species_197,3054082,97.47 ,1.04 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__unknown110
MAG_644,Cheese ,Species_151,3762890,90.15 ,1.65 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__unknown88
MAG_645,Cheese ,Species_148,3342608,94.19 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_646,Cheese ,Species_148,3185369,85.25 ,0.64 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_647,Cheese ,Species_117,2290452,82.30 ,1.44 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Yaniella,s__unknown128
MAG_648,Cheese ,Species_148,3278537,92.27 ,0.58 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_649,Cheese ,Species_121,3874981,98.54 ,0.58 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium alimentarium
MAG_650,Cheese ,Species_145,2122953,80.50 ,1.08 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium casei
MAG_651,Cheese ,Species_132,3107352,99.23 ,0.53 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__unknown107
MAG_652,Cheese ,Species_120,3805871,91.23 ,1.75 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium sp900163615
MAG_653,Cheese ,Species_230,2640116,95.28 ,4.17 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus equorum_A
