ID	Species	GCA
169462	Arthrobacter polaris	GCA_021398215
7623	Arthrobacter psychrochitiniphilus	GCA_003185915
7598	Arthrobacter psychrolactophilus	GCA_003219795
7590	Arthrobacter roseus	GCA_016907875
158722	Arthrobacter ruber	GCA_002954225
166341	Arthrobacter sedimenti	GCA_011750795
158438	Arthrobacter silvisoli	GCA_003369445
158257	Arthrobacter silviterrae	GCA_011045165
7562	Arthrobacter sp.	GCA_000196235
24191	Arthrobacter nitrophenolicus	GCA_000332815
131608	Arthrobacter sp.	GCA_001423525
131609	Arthrobacter sp.	GCA_001424565
131610	Arthrobacter sp.	GCA_001423565
131611	Arthrobacter sp.	GCA_001422665
131612	Arthrobacter sp.	GCA_001423745
131613	Arthrobacter sp.	GCA_001422645
162382	Arthrobacter sp.	GCA_001310435
163972	Arthrobacter sp.	GCA_001263615
163973	Arthrobacter sp.	GCA_001263635
163974	Arthrobacter sp.	GCA_001549895
7612	Arthrobacter stackebrandtii	GCA_003217635
167921	Arthrobacter sunyaminii	GCA_017353495
164618	Arthrobacter terricola	GCA_004354015
7607	Arthrobacter tumbae	GCA_016907495
7580	Arthrobacter woluwensis	GCA_001552095
157982	Arthrobacter woluwensis	GCA_003024475
164585	Arthrobacter yangruifuii	GCA_009192775
164678	Arthrobacter zhaoguopingii	GCA_009828595
168166	Arthrospiribacter ruber	GCA_019343195
159686	Arundinibacter roseus	GCA_004348825
2605	Asaccharospora irregularis	GCA_900129815
35	Asaia astilbis	GCA_000613845
160994	Asaia bogorensis	GCA_001547995
169036	Asaia lannensis	GCA_024054035
36	Asaia platycodi	GCA_000614545
37	Asaia prunellae	GCA_000613885
34	Asaia siamensis	GCA_014635085
7848	Asanoa ferruginea	GCA_003387075
7852	Asanoa hainanensis	GCA_900188485
7850	Asanoa iriomotensis	GCA_016862515
7849	Asanoa ishikariensis	GCA_016862535
7853	Asanoa siamensis	GCA_016862555
168854	Ascidiaceihabitans donghaensis	GCA_900302465
2296	Asticcacaulis benevestitus	GCA_000376105
168640	Asticcacaulis endophyticus	GCA_014652575
134105	Asticcacaulis taihuensis	GCA_900100255
168791	Asticcacaulis tiandongensis	GCA_006475605
132416	Athalassotoga saccharophila	GCA_009936215
3042	Atopobium fossor	GCA_000483125
3039	Atopobium minutum	GCA_001437015
2250	Atopococcus tabaci	GCA_000429585
2251	Atopostipes suicloacalis	GCA_900129085
160321	Atribacter laminatus	GCA_015775515
166826	Aurantiacibacter atlanticus	GCA_001077815
166827	Aurantiacibacter luteus	GCA_001010945
164258	Aurantiacibacter rhizosphaerae	GCA_009807005
170145	Aurantiacibacter sediminis	GCA_016019885
167454	Aurantiacibacter spongiae	GCA_003815535
164259	Aurantiacibacter suaedae	GCA_005434915
166828	Aurantiacibacter xanthus	GCA_003584015
166775	Aurantiacibacter zhengii	GCA_003584125
162542	Aurantibacter aestuarii	GCA_003008425
161885	Aurantimicrobium minutum	GCA_002355535
167696	Aurantimicrobium photophilum	GCA_003194085
141147	Aurantimonas aggregata	GCA_010500835
526	Aurantimonas coralicida	GCA_000421645
133164	Aurantimonas endophytica	GCA_014196845
527	Aurantimonas manganoxydans	GCA_000153465
167854	Aurantimonas marina	GCA_017183135
132140	Aurantimonas sp.	GCA_001425575
164619	Auraticoccus cholistanensis	GCA_009742705
12672	Auraticoccus monumenti	GCA_900101785
140109	Aureibacillus halotolerans	GCA_004363045
170180	Aureibaculum algae	GCA_006065315
133899	Aureicoccus marinus	GCA_002954325
532	Aureimonas altamirensis	GCA_001463885
140972	Aureimonas endophytica	GCA_014642635
166448	Aureimonas flava	GCA_003583935
166343	Aureimonas fodinaquatilis	GCA_008369445
534	Aureimonas frigidaquae	GCA_001463905
133355	Aureimonas glaciei	GCA_014643375
23581	Aureimonas jatrophae	GCA_014196395
166114	Aureimonas leprariae	GCA_008802405
167513	Aureimonas mangrovi	GCA_014058705
23584	Aureimonas phyllosphaerae	GCA_014196415
23583	Aureimonas phyllosphaerae	GCA_014196405
158604	Aureimonas populi	GCA_017815515
166383	Aureimonas psammosilenae	GCA_009176975
132997	Aureimonas pseudogalii	GCA_014196835
132311	Aureimonas sp.	GCA_001423245
162164	Aureimonas sp.	GCA_001442755
533	Aureimonas ureilytica	GCA_000382705
168543	Aureisphaera galaxeae	GCA_028561275
133711	Aureitalea marina	GCA_002943755
133872	Aureivirga marina	GCA_015767265
166401	Aureliella helgolandensis	GCA_007752135
140460	Abyssicoccus albus	GCA_001989575
7792	Auritidibacter ignavus	GCA_003703835
3942	Austwickia chelonae	GCA_000298175
11695	Avibacterium avium	GCA_900454535
11693	Avibacterium endocarditidis	GCA_002921145
11692	Avibacterium gallinarum	GCA_002921135
11694	Avibacterium paragallinarum	GCA_002921155
11696	Avibacterium volantium	GCA_900635775
170905	Avrilella dinanensis	GCA_002807015
13884	Parazoarcus communis	GCA_003226565
13885	Azoarcus indigens	GCA_004361735
164174	Pseudothauera nasutitermitis	GCA_004801295
130649	Azoarcus olearius	GCA_001682385
166474	Pseudazoarcus pumilus	GCA_002872475
164175	Pseudothauera rhizosphaerae	GCA_004801305
13881	Aromatoleum toluolicum	GCA_012911005
133036	Azoarcus taiwanensis	GCA_012910885
169139	Azoarcus toluclasticus	GCA_000378245
341	Azohydromonas australica	GCA_000430725
166982	Azohydromonas caseinilytica	GCA_012927045
339	Azohydromonas lata	GCA_001571085
12717	Azomonas agilis	GCA_007830255
12720	Azomonas macrocytogenes	GCA_014191985
13888	Azonexus fungiphilus	GCA_003634965
13889	Azonexus hydrophilus	GCA_000429605
17440	Azorhizobium caulinodans	GCA_000010525
17441	Azorhizobium doebereinerae	GCA_000473085
24668	Azorhizobium oxalatiphilum	GCA_014635325
168389	Azospira inquinata	GCA_018905915
13892	Azospira oryzae	GCA_004217225
13891	Azospira oryzae	GCA_000236665
13893	Azospira restricta	GCA_016858125
140877	Azospirillum agricola	GCA_017876095
170106	Azospirillum argentinense	GCA_000632475
167292	Azospirillum baldaniorum	GCA_000237365
13973	Azospirillum brasilense	GCA_008274965
138933	Azospirillum brasilense	GCA_008365405
134232	Azospirillum canadense	GCA_025961225
134013	Azospirillum fermentarium	GCA_025961205
166293	Azospirillum griseum	GCA_003966125
13981	Azospirillum halopraeferens	GCA_000429625
140653	Azospirillum humicireducens	GCA_001639105
170908	Azospirillum oleiclasticum	GCA_013423485
134118	Azospirillum oryzae	GCA_008364795
166212	Azospirillum palustre	GCA_002573965
166472	Azospirillum ramasamyi	GCA_003233655
13991	Azospirillum sp.	GCA_023806445
161517	Azospirillum sp.	GCA_000333595
161518	Azospirillum sp.	GCA_000010725
161536	Azospirillum sp.	GCA_000333275
167820	Azospirillum thermophilum	GCA_003130795
14000	Azospirillum thiophilum	GCA_000960825
12725	Azotobacter beijerinckii	GCA_900110885
12723	Azotobacter beijerinckii	GCA_900112015
12724	Azotobacter beijerinckii	GCA_900108885
12726	Azotobacter beijerinckii	GCA_900114395
12727	Azotobacter beijerinckii	GCA_900108965
12736	Azotobacter chroococcum	GCA_004327905
167946	Azotobacter chroococcum subsp. isscasi	GCA_004327895
12739	Azotobacter vinelandii	GCA_900119555
13930	Azovibrio restrictus	GCA_000429665
134249	Gottfriedia acidiceleris	GCA_002128425
1207	Heyndrickxia acidicola	GCA_001636425
166332	Bacillus aerolatus	GCA_009183655
140963	Bacillus albus	GCA_001884185
159979	Bacillus alkalicellulosilyticus	GCA_002019795
1263	Bacillus altitudinis	GCA_000691145
130196	Bacillus altitudinis	GCA_000949525
159528	Bacillus altitudinis	GCA_012844145
577	Domibacillus aminovorans	GCA_001643235
582	Domibacillus aminovorans	GCA_001643245
598	Bacillus amyloliquefaciens	GCA_000196735
166186	Ectobacillus antri	GCA_003852715
164636	Bacillus aquiflavi	GCA_011008855
1290	Priestia aryabhattai	GCA_000956595
1077	Bacillus atrophaeus	GCA_001584335
1074	Bacillus atrophaeus	GCA_000204705
602	Bacillus badius	GCA_000829535
603	Bacillus badius	GCA_001632185
604	Bacillus badius	GCA_000829555
1069	Bacillus benzoevorans	GCA_014207535
166294	Bacillus cabrialesii	GCA_004124315
158610	Heyndrickxia camelliae	GCA_002844575
131455	Mesobacillus campisalis	GCA_000986785
133067	Bacillus capparidis	GCA_017832095
1281	Solibacillus cecembensis	GCA_001439635
624	Bacillus cereus	GCA_000007825
611	Bacillus cereus	GCA_001566705
614	Bacillus cereus	GCA_001566355
620	Bacillus cereus	GCA_018221445
622	Bacillus cereus	GCA_018221725
623	Bacillus cereus	GCA_918185565
626	Bacillus cereus	GCA_001678165
628	Bacillus cereus	GCA_000160895
630	Bacillus cereus	GCA_018221525
632	Bacillus cereus	GCA_918186625
633	Bacillus cereus	GCA_918180185
635	Bacillus cereus	GCA_918183945
23602	Bacillus cereus	GCA_018221505
130867	Bacillus cereus	GCA_024623145
130181	Bacillus cihuensis	GCA_000504145
140654	Heyndrickxia coagulans	GCA_000169195
1280	Bacillus coahuilensis	GCA_000171615
130865	Neobacillus dielmonensis	GCA_000612665
132385	Bacillus ectoiniformans	GCA_016908875
130199	Bacillus badius	GCA_001630115
167659	Bacillus enclensis	GCA_001456935
130197	Priestia filamentosa	GCA_002237735
167978	Bacillus fungorum	GCA_002746455
139432	Bacillus gaemokensis	GCA_000712615
167765	Bacillus glycinifermentans	GCA_001042475
132364	Bacillus gobiensis	GCA_001278705
1847	Bacillus halotolerans	GCA_001517105
164365	Mesobacillus harenae	GCA_013343715
1289	Bacillus inaquosorum	GCA_000332645
158629	Bacillus kexueae	GCA_022809095
166102	Alteribacter lacisalsi	GCA_003226345
158731	Metabacillus lacus	GCA_009674805
689	Bacillus licheniformis	GCA_000008425
684	Bacillus licheniformis	GCA_007830855
692	Bacillus licheniformis	GCA_944993425
694	Bacillus licheniformis	GCA_002504325
695	Bacillus licheniformis	GCA_007831335
696	Bacillus licheniformis	GCA_007994265
697	Bacillus licheniformis	GCA_007831315
700	Bacillus licheniformis	GCA_007831325
702	Bacillus licheniformis	GCA_007831295
130164	Bacillus licheniformis	GCA_029537055
130858	Bacillus licheniformis	GCA_024623095
134785	Bacillus licheniformis	GCA_007832035
139405	Bacillus licheniformis	GCA_007832075
146513	Bacillus licheniformis	GCA_007831235
151218	Bacillus licheniformis	GCA_007831245
140965	Bacillus luti	GCA_001884105
140556	Metabacillus mangrovi	GCA_009711125
1322	Bacillus manliponensis	GCA_000712595
158585	Bacillus marinisedimentorum	GCA_001644195
23665	Bacillus massiliigorillae	GCA_000380245
132541	Bacillus mesophilus	GCA_011008845
1231	Bacillus methanolicus	GCA_000262755
140964	Bacillus mobilis	GCA_001884045
1093	Bacillus mojavensis	GCA_000245335
745	Bacillus mycoides	GCA_000003925
1153	Bacillus mycoides	GCA_000513155
132491	Bacillus ndiopicus	GCA_000612805
140967	Bacillus nitratireducens	GCA_001884135
132201	Bacillus oleivorans	GCA_900207585
140961	Bacillus pacificus	GCA_001884025
130193	Bacillus pakistanensis	GCA_016908495
168081	Bacillus paralicheniformis	GCA_001042485
140968	Bacillus paramycoides	GCA_001884235
140960	Bacillus paranthracis	GCA_001883995
140966	Bacillus proteolyticus	GCA_001884065
1103	Bacillus pseudalcaliphilus	GCA_001038565
1151	Bacillus pseudomycoides	GCA_000161455
756	Bacillus pumilus	GCA_000172815
752	Bacillus pumilus	GCA_029478105
131633	Bacillus pumilus	GCA_029537175
169326	Bacillus rhizoplanae	GCA_917563915
166351	Bacillus rugosus	GCA_011745685
1264	Bacillus safensis	GCA_000691165
166417	Bacillus safensis subsp. osmophilus	GCA_003254445
164483	Bacillus salacetis	GCA_003581585
159795	Bacillus shivajii	GCA_020519665
1302	Bacillus siamensis	GCA_000262045
815	Bacillus smithii	GCA_001050115
23715	Bacillus solimangrovi	GCA_001742425
1201	Bacillus sonorensis	GCA_000507125
23664	Bacillus massilioanorexius	GCA_000321185
130179	Bacillus sp.	GCA_000242895
131639	Bacillus sp.	GCA_001429445
131641	Bacillus sp.	GCA_001429465
131642	Bacillus sp.	GCA_001429475
131643	Bacillus sp.	GCA_001429365
131644	Bacillus sp.	GCA_001429385
131645	Bacillus sp.	GCA_001426125
131646	Bacillus sp.	GCA_001426025
131647	Bacillus sp.	GCA_001426105
131648	Bacillus sp.	GCA_001426005
131651	Bacillus sp.	GCA_001429855
159944	Bacillus sp.	GCA_000504165
159950	Bacillus sp.	GCA_000820865
159977	Bacillus sp.	GCA_001183975
159980	Bacillus sp.	GCA_002238145
162370	Bacillus sp.	GCA_001310635
162371	Bacillus sp.	GCA_001310595
162376	Bacillus sp.	GCA_001310375
162378	Bacillus sp.	GCA_000576325
162379	Bacillus sp.	GCA_000576345
162380	Bacillus sp.	GCA_000576365
162389	Bacillus sp.	GCA_001310515
162391	Bacillus sp.	GCA_001310555
162392	Bacillus sp.	GCA_001310655
169176	Bacillus sp.	GCA_000821085
169178	Bacillus sp.	GCA_000732485
169179	Bacillus sp.	GCA_016879755
1193	Bacillus spizizenii	GCA_000227465
1187	Bacillus spizizenii	GCA_000177595
163697	Bacillus stercoris	GCA_000738015
169925	Bacillus suaedae	GCA_017939705
965	Bacillus subtilis	GCA_002982175
967	Bacillus subtilis	GCA_004101945
976	Bacillus subtilis	GCA_029536975
978	Bacillus subtilis	GCA_029537135
979	Bacillus subtilis	GCA_029537095
1002	Bacillus subtilis	GCA_029537075
1156	Bacillus subtilis	GCA_000009045
1157	Bacillus subtilis	GCA_029537155
130876	Bacillus subtilis	GCA_024623085
157623	Bacillus subtilis	GCA_003011815
164106	Bacillus subtilis	GCA_001902555
1270	Bacillus taeanensis	GCA_003318295
158609	Evansella tamaricis	GCA_019042215
164437	Bacillus telluris	GCA_006546985
166386	Peribacillus tepidiphilus	GCA_009466385
134164	Bacillus tequilensis	GCA_900445435
140573	Siminovitchia terrae	GCA_003605405
133927	Neobacillus thermocopriae	GCA_010975035
133977	Bacillus thermotolerans	GCA_000812025
23717	Bacillus tianshenii	GCA_016908565
1320	Bacillus timonensis	GCA_000285535
168280	Bacillus toyonensis	GCA_000496285
140962	Bacillus tropicus	GCA_001884035
1150	Bacillus vallismortis	GCA_000245315
1310	Bacillus velezensis	GCA_000015785
23706	Bacillus velezensis	GCA_000960265
140354	Bacillus wudalianchiensis	GCA_001685015
130192	Bacillus xiamenensis	GCA_000300535
164466	Bacillus xiapuensis	GCA_002797355
164475	Robertmurraya yapensis	GCA_003966255
140879	Bacillus zhangzhouensis	GCA_000715205
167146	Bacterioplanes sanyensis	GCA_014652515
1574	Bacteriovorax stolpii	GCA_002872415
1606	Bacteroides acidifaciens	GCA_000613385
131098	Bacteroides acidifaciens	GCA_024623115
160653	Bacteroides bouchesdurhonensis	GCA_900155865
1617	Bacteroides caccae	GCA_000169015
131518	Bacteroides caecimuris	GCA_001688725
131625	Bacteroides cellulolyticus	GCA_025567135
1623	Bacteroides cellulosilyticus	GCA_000158035
1628	Bacteroides clarus	GCA_000195615
1613	Bacteroides coprosuis	GCA_000212915
1583	Bacteroides eggerthii	GCA_000155815
158880	Bacteroides eggerthii	GCA_012844125
158883	Bacteroides faecalis	GCA_003865075
22936	Bacteroides faecichinchillae	GCA_000614145
169634	Bacteroides faecichinchillae	GCA_004801645
1631	Bacteroides faecis	GCA_000226135
1610	Bacteroides finegoldii	GCA_000156195
1629	Bacteroides fluxus	GCA_000195635
134478	Bacteroides fragilis	GCA_000613425
158881	Bacteroides fragilis	GCA_012844105
159984	Bacteroides fragilis	GCA_001695355
1616	Bacteroides gallinarum	GCA_000374365
1624	Bacteroides graminisolvens	GCA_000428125
1591	Bacteroides helcogenes	GCA_000186225
1609	Bacteroides intestinalis	GCA_000172175
158057	Bacteroides intestinalis	GCA_003363675
158670	Bacteroides koreensis	GCA_007341375
158671	Bacteroides kribbi	GCA_007341395
23776	Bacteroides luti	GCA_900128905
139989	Bacteroides nordii	GCA_000613465
1630	Bacteroides oleiciplenus	GCA_000315485
1592	Bacteroides ovatus	GCA_000154125
1621	Bacteroides propionicifaciens	GCA_000375405
1594	Bacteroides pyogenes	GCA_000428105
1593	Bacteroides pyogenes	GCA_000511775
1595	Bacteroides pyogenes	GCA_000511735
133840	Bacteroides reticulotermitis	GCA_000517545
22935	Bacteroides rodentium	GCA_000614125
1619	Bacteroides salyersiae	GCA_000381365
155796	Phocaeicola sartorii	GCA_000615645
169202	Bacteroides sp.	GCA_000218365
169205	Bacteroides sp.	GCA_000162555
131249	Bacteroides stercorirosoris	GCA_000614165
1618	Bacteroides stercoris	GCA_000154525
1599	Bacteroides thetaiotaomicron	GCA_000011065
1600	Bacteroides thetaiotaomicron	GCA_004349615
130975	Bacteroides timonensis	GCA_000513195
160765	Bacteroides togonis	GCA_900130135
161339	Bacteroides uniformis	GCA_018831525
1626	Bacteroides xylanisolvens	GCA_000210075
164579	Bacteroides zhangwenhongii	GCA_009193325
168954	Baekduia soli	GCA_007970665
130798	Baia soyae	GCA_004341445
159486	Baileyella intestinalis	GCA_009695865
158509	Bailinhaonella thermotolerans	GCA_003594875
17640	Balnearium lithotrophicum	GCA_900182585
11267	Balneatrix alpica	GCA_000619885
133009	Balneicella halophila	GCA_003096835
17738	Balneola vulgaris	GCA_000375465
132556	Bariatricus massiliensis	GCA_900086725
12519	Barnesiella intestinihominis	GCA_000296465
158458	Barnesiella propionica	GCA_025567045
12518	Barnesiella viscericola	GCA_000512915
3935	Barrientosiimonas humi	GCA_006716095
1634	Bartonella alsatica	GCA_013388295
132256	Bartonella ancashensis	GCA_001281405
140945	Bartonella apis	GCA_001952075
167784	Bartonella bacilliformis	GCA_000015445
1637	Bartonella bovis	GCA_000384965
23782	Bartonella callosciuri	GCA_014203215
1638	Bartonella capreoli	GCA_902813205
1639	Bartonella chomelii	GCA_014138465
169127	Bartonella clarridgeiae	GCA_000518185
131133	Bartonella doshiae	GCA_000278155
130214	Bartonella elizabethae	GCA_000278315
23785	Bartonella florencae	GCA_000312525
158207	Bartonella fuyuanensis	GCA_014197255
138791	Bartonella grahamii	GCA_900445635
23777	Bartonella henselae	GCA_000046705
1635	Bartonella koehlerae	GCA_000706625
166676	Bartonella kosoyi	GCA_003606325
167300	Bartonella krasnovii	GCA_003606345
138801	Bartonella phoceensis	GCA_902825145
139102	Bartonella quintana	GCA_902810555
1642	Bartonella rattaustraliani	GCA_000312565
1632	Bartonella schoenbuchensis	GCA_002022685
23786	Bartonella senegalensis	GCA_000312545
161502	Bartonella tamiae	GCA_000278275
136577	Bartonella taylorii	GCA_902825165
23779	Bartonella tribocorum	GCA_000196435
146145	Bartonella vinsonii	GCA_902825235
23780	Bartonella vinsonii subsp. arupensis	GCA_902825115
23778	Bartonella vinsonii subsp. berkhoffii	GCA_000518105
11757	Basfia succiniciproducens	GCA_011455875
130149	Basilea psittacipulmonis	GCA_000743945
5363	Bavariicoccus seileri	GCA_000421665
132466	Beduini massiliensis	GCA_000829905
133124	Beggiatoa leptomitoformis	GCA_001305575
139812	Beggiatoa leptomitoformis	GCA_002849755
1665	Beijerinckia indica	GCA_000019845
1667	Beijerinckia mobilis	GCA_000745425
162511	Belliella aquatica	GCA_014637795
17716	Belliella baltica	GCA_000265405
140946	Belliella buryatensis	GCA_900188245
132193	Belliella kenyensis	GCA_022549675
24721	Belliella pelovolcani	GCA_900156785
505	Bellilinea caldifistulae	GCA_001050215
38	Belnapia moabensis	GCA_000745835
39	Belnapia rosea	GCA_900101615
10446	Bergeriella denitrificans	GCA_001592185
5486	Bergeyella zoohelcum	GCA_000301075
146183	Bergeyella zoohelcum	GCA_000301095
11297	Bermanella marisrubri	GCA_000153565
3791	Bernardetia litoralis	GCA_000265505
159448	Berryella intestinalis	GCA_000814825
169861	Berryella wangjianweii	GCA_013201155
1678	Beutenbergia cavernae	GCA_000023105
12009	Bhargavaea beijingensis	GCA_900101985
12011	Bhargavaea cecembensis	GCA_000348905
12010	Bhargavaea ginsengi	GCA_900109165
11747	Bibersteinia trehalosi	GCA_004346205
1749	Bifidobacterium actinocoloniiforme	GCA_000741095
1682	Bifidobacterium adolescentis	GCA_000010425
1683	Bifidobacterium adolescentis	GCA_002108135
1684	Bifidobacterium adolescentis	GCA_000702865
