mag_id,substrate,completeness,contamination,contigs,total_length,gc,n50,domain,phylum,class,order,family,genus,species,group,study_catalog
MASTER_WP4_FFoQSI_3__VB09-27__bin.4,dairy,90.78282828,1.075268817,258,1311706,37.95,6696,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK021-1-L-08h-02E9_S105__bin.3,fermented_beverages,100,0.529100529,12,1929753,37.63,236827,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK021-2-L-48h-02F3_S108__bin.10,fermented_beverages,100,0,14,1913871,37.67,201373,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK054-1-L-48h-04E8_S15__bin.8,fermented_beverages,100,0,56,1990642,37.63,84227,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK054-2-L-08h-04E9_S16__bin.8,fermented_beverages,100,0,14,1878365,37.68,268859,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2530__bin.1,dairy,97.35449735,0,32,1625433,37.77,96166,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q08-23__bin.6,dairy,94.68600541,0.562140431,202,1508341,39.33,11808,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q08-24__bin.7,dairy,90.61546227,1.263949539,248,1445619,39.3,8750,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q08-26__bin.12,dairy,96.14507521,0.914604561,194,1560133,39.24,12409,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__TO013_71775__bin.19,dairy,91.24897985,1.483416511,173,1531790,39.35,13064,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q06-27__bin.9,dairy,97.14701601,2.092430859,170,1712141,38.95,16168,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q06-28__bin.7,dairy,96.83163513,3.16775837,181,1669387,39.1,14006,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PA004_73417__bin.3,dairy,97.08359326,0.145560408,74,1699730,39.15,44520,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PA011_73417__bin.6,dairy,92.28009981,0.194080543,54,1577279,39.28,44520,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_77__bin.13,dairy,93.19331808,0.363901019,108,1534668,39.3,23232,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
LeechJ_xxxx__AF64__bin.4,dairy,95.39148706,1.800233992,222,1673414,38.77,11701,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__GR012_71775__bin.2,dairy,91.81222707,0.145560408,68,1553650,39.31,36895,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PA012_73417__bin.3,dairy,96.39737991,0.308709364,63,1683960,39.15,47274,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PM002_71775__bin.12,dairy,97.70742358,0.145560408,58,1706978,39.07,52375,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_60__bin.2,dairy,94.65429403,0.208167034,99,1622524,39.2,24383,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MilaniC_2019__SRS3591582__bin.15,dairy,95.08733624,0.194080543,58,1613658,39.24,40114,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__H10__bin.5,dairy,97.41630277,0.145560408,88,1600709,39.39,27179,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__I12__bin.2,dairy,95.04574756,0.145560408,108,1593245,39.3,23807,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__I2__bin.4,dairy,97.33577499,1.067442989,191,1596545,39.59,11892,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__L9__bin.5,dairy,95.37845706,0.862965273,169,1599793,39.47,13281,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__P11__bin.9,dairy,97.87897692,1.215429403,165,1667927,39.35,17272,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__P12__bin.6,dairy,99.89082969,0.145560408,70,1711814,39.22,39847,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__Q2__bin.3,dairy,97.78020378,0.303250849,108,1625081,39.38,21663,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__GR003_71775__bin.6,dairy,95.80786026,1.052417398,194,1676048,39.11,11099,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_2__VB16-22__bin.8,dairy,90.57028488,0.451237263,160,1456880,39.35,12223,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_35__bin.4,dairy,94.65065502,0.145560408,50,1598529,39.21,56542,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_76__bin.6,dairy,94.48404034,1.004886671,142,1539417,39.14,16701,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
PasolliE_2020__SRS6525480__bin.4,dairy,98.95508422,0.145560408,35,1714735,38.88,90485,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_CSIC_1__P2192_73323__bin.8,dairy,94.43855271,0.260189229,139,1549768,39.28,15314,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_CSIC_1__P2240_73323__bin.7,dairy,95.04852014,0.58224163,152,1723603,38.87,17989,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__H12__bin.3,dairy,95.92430859,0.207943439,113,1562065,39.49,19984,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__O12__bin.3,dairy,96.97962154,0.145560408,61,1597600,39.37,42572,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__P10__bin.2,dairy,98.72634643,0.254730713,135,1659270,39.34,18011,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__I-27__bin.4,dairy,92.11790393,0.636826783,128,1421802,39.42,16809,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__O-24__bin.3,dairy,91.75400291,0.291120815,145,1505192,39.27,14993,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__O-25.1__bin.8,dairy,92.97671033,0.613693075,172,1525615,39.22,13931,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__F07-18__bin.11,meat,96.1124974,1.819505095,187,1651132,39.62,13463,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q01-21__bin.3,dairy,91.34331462,1.19047619,167,1473028,39.43,13205,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q01-23__bin.3,dairy,91.92082721,0.363901019,136,1435748,39.53,16124,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q01-29__bin.3,dairy,96.00713939,1.236793915,191,1681413,39.02,13334,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q02-21__bin.1,dairy,93.77729258,0.232896652,61,1671192,39.06,57651,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q02-24__bin.3,dairy,91.47139268,0.58224163,172,1506906,39.61,12214,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q03-23__bin.1,dairy,91.80390934,2.423580786,136,1527158,39.21,13612,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q03-26__bin.3,dairy,95.44881126,0.877001456,130,1553969,39.25,17899,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q03-27__bin.2,dairy,99.09024745,0.836972344,106,1687456,39.03,27152,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q03-30__bin.7,dairy,99.89082969,0.473071325,56,1698118,39.07,52639,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q05-24__bin.3,dairy,99.89082969,0.58224163,54,1702038,39.03,62747,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q05-27__bin.2,dairy,99.89082969,0.145560408,51,1684902,39.03,62747,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q05-28__bin.5,dairy,98.1441048,0.145560408,66,1712314,39.04,62747,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q05-29__bin.1,dairy,100,3.448275862,63,1715390,39.07,44307,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q06-23__bin.3,dairy,98.72634643,0.436681223,72,1681892,39.04,39586,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q06-24__bin.5,dairy,99.30858806,2.11062591,95,1723432,39,35031,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q06-25__bin.8,dairy,99.16302766,0.58224163,105,1722684,38.96,33182,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q06-26__bin.11,dairy,97.72925764,0.727802038,108,1684258,38.93,27443,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q06-30__bin.7,dairy,92.36778263,1.818205448,146,1532154,39.62,16781,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q07-23__bin.1,dairy,97.67727178,0.727802038,95,1614184,39.25,26513,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q07-24__bin.1,dairy,90.45019755,0.727802038,65,1494540,39.48,42846,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q07-25__bin.2,dairy,100,4.07523511,112,1662657,39.18,25581,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q07-26__bin.1,dairy,96.19161653,1.979621543,112,1609504,39.28,23960,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q07-27__bin.4,dairy,97.78644209,1.322173702,98,1686562,39.12,33249,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q07-28__bin.3,dairy,99.76606363,0.873362445,78,1719384,39.02,44827,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_2__VB06-21__bin.13,dairy,92.26663939,0.513620295,167,1444947,39.47,12522,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_TEAGASC_1__TGS14-22__bin.50,dairy,96.72315797,0.254730713,97,1639787,39.15,26472,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2585__bin.3,dairy,91.61779996,0.815138282,95,1637041,39.07,23602,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2587__bin.18,dairy,93.15866084,0.291120815,82,1637148,39,29650,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__I3__bin.3,dairy,95.62417689,0.630761766,149,1600200,39.31,16363,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__I4__bin.1,dairy,97.18340611,0.145560408,48,1596416,39.35,54875,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshL_xxxx__P1__bin.3,dairy,98.21688501,0.145560408,85,1624889,39.38,32537,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshAM_2020__ERS3466767__bin.1,dairy,98.25639426,0.145560408,49,1709359,39,55092,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshAM_2020__ERS3466775__bin.2,dairy,95.17051362,0.390587094,144,1627371,39.17,17754,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
BertuzziAS_2018__ERS2032108__bin.5,dairy,93.68979702,0.697303667,208,1628267,39.07,10715,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
BertuzziAS_2018__ERS2032115__bin.2,dairy,92.36135427,1.484716157,198,1563544,39.28,10919,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
BertuzziAS_2018__ERS2032118__bin.1,dairy,90.253691,0.959399043,171,1465845,39.54,11198,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
BertuzziAS_2018__ERS2032120__bin.8,dairy,94.44172217,1.050460941,212,1599846,39.27,10524,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WolfeBE_2014__581_Moses_Sleeper__bin.2,dairy,98.69307548,0.145560408,52,1710248,39.04,59087,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
QuigleyL_2016__ERS654086__bin.2,dairy,96.21249472,1.018922853,92,1634318,39.19,26161,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
QuigleyL_2016__ERS654087__bin.1,dairy,97.70742358,0.58224163,65,1678998,39.16,42675,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
QuigleyL_2016__ERS654089__bin.1,dairy,94.69432314,0.809679767,159,1479540,39.5,12770,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q03-28__bin.12,dairy,98.68995633,1.819505095,100,1659690,39.1,28718,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
LeechJ_2020__ERS3967707__bin.7,grains,99.89082969,0.436681223,86,1764563,38.86,40534,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__FO001_71775__bin.10,dairy,90.10917031,1.018922853,135,1448902,39.51,18244,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB09-27__bin.5,dairy,90.28384279,0.145560408,36,1504540,39.31,75187,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshAM_2020__ERS3466760__bin.1,dairy,90.08005822,0.145560408,69,1562305,39.01,38727,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q08-25__bin.16,dairy,93.06889859,0.110903168,166,1485998,39.35,13835,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_2__VB06-26__bin.10,dairy,94.12317183,0.254730713,188,1557917,39.4,11223,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_34__bin.7,dairy,95.93886463,4.95191308,211,1751734,39.15,14008,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__SF011_73417__bin.8,meat,95.19650655,0.342066958,98,1595815,39.09,23197,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WolfeBE_2014__623_Maggies_Round__bin.6,dairy,98.08172177,0.145560408,53,1702619,39.07,60553,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q01-30__bin.1,dairy,92.94748646,3.07496361,241,1611296,39.17,9570,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_CSIC_1__P2134_73322__bin.4,dairy,93.81368268,0.436681223,75,1584743,39.28,34510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q01-23X__bin.8,dairy,94.66778241,0.921189436,167,1617589,39.07,16533,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q01-25__bin.7,dairy,92.84951826,0.669108325,176,1462434,39.46,11960,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q07-22__bin.27,dairy,91.43758231,0.557981562,165,1515792,39.34,12008,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_TEAGASC_1__TGS11-30__bin.9,dairy,91.71345394,0.145560408,43,1578711,39.18,59154,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
WalshAM_2020__ERS3466746__bin.9,dairy,93.66032439,0.58224163,93,1584272,39.38,24790,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB12-27__bin.5,dairy,91.61156166,0.145560408,154,1484546,39.52,13699,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_2__VB01-26__bin.2,dairy,90.88739863,1.769598669,229,1395851,39.49,7695,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_2__VB04-26__bin.5,dairy,94.81752963,1.940112289,175,1627838,39.14,14459,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_2__VB06-25__bin.3,dairy,94.11312123,0.291120815,175,1503293,39.34,11290,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB13-26__bin.4,dairy,93.78353088,0.488667083,176,1534579,39.42,11793,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_2__VB04-24__bin.5,dairy,95.05475844,1.570232897,175,1594718,39.17,12220,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,Firmicutes,Carlino2024
