mag_id	original_substrate	substrate_category	specific_substrate	source	completeness	contamination	domain	phylum	class	order	family	genus	species	study_catalog	group
MortensenS_xxxx__WK054-2-G-48h-05G6_S112__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK054-2-G-48h-05G6_S112	97.53926702	1.282722513	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK055-2-G-48h-05G7_S113	98.95287958	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK056-2-G-48h-05G8_S114__bin.7	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK056-2-G-48h-05G8_S114	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK056-2-L-08h-04F8_S24__bin.14	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK056-2-L-08h-04F8_S24	97.38219895	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK056-2-L-48h-04F9_S25__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK056-2-L-48h-04F9_S25	86.64921466	1.356496906	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK059-2-L-08h-04H2_S36__bin.7	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK059-2-L-08h-04H2_S36	86.05164975	2.790069245	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK060-2-G-48h-05H3_S118__bin.5	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK060-2-G-48h-05H3_S118	65.86387435	2.520689073	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001T-1-G-00h-05I5_S129__bin.4	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001T-1-G-00h-05I5_S129	97.38219895	0.785340314	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001T-2-G-00h-05I6_S130__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001T-2-G-00h-05I6_S130	98.69109948	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK025-1-L-48h-02H5_S6__bin.4	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK025-1-L-48h-02H5_S6	85.81123684	3.597493257	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK059-2-G-48h-05H2_S117__bin.1	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK059-2-G-48h-05H2_S117	97.90575916	1.570680628	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK060-2-L-48h-04H7_S41__bin.6	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK060-2-L-48h-04H7_S41	55.22192453	0.101334234	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK002-1-L-08h-01F5_S29__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK002-1-L-08h-01F5_S29	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.8	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK002-1-L-48h-01F6_S30	85.34031414	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK002-2-G-48h-01C5_S133__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK002-2-G-48h-01C5_S133	98.95287958	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK002-2-G-48h-01C5_S1__bin.5	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK002-2-G-48h-01C5_S1	98.95287958	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK002-2-G-48h-01C5_S2__bin.4	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK002-2-G-48h-01C5_S2	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK002-2-L-48h-01F8_S32__bin.8	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK002-2-L-48h-01F8_S32	98.95287958	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK032-2-L-48h-03B8_S36__bin.4	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK032-2-L-48h-03B8_S36	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK050-1-L-08h-04C7_S125__bin.14	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK050-1-L-08h-04C7_S125	86.26884023	2.617801047	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK010-2-L-48h-02A4_S64__bin.10	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK010-2-L-48h-02A4_S64	99.47643979	0.618752975	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.6	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK011-1-L-08h-02A5_S65	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin.1	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK011-1-L-48h-02A6_S66	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK011-2-L-08h-02A7_S67__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK011-2-L-08h-02A7_S67	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK011-2-L-48h-02A8_S68	97.90575916	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK017-2-L-48h-02D5_S92__bin.5	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK017-2-L-48h-02D5_S92	98.42931937	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK019-1-L-48h-02E2_S98__bin.5	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK019-1-L-48h-02E2_S98	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK019-2-L-08h-02E3_S99__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK019-2-L-08h-02E3_S99	98.84816754	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK019-2-L-48h-02E4_S100__bin.7	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK019-2-L-48h-02E4_S100	98.95287958	0.785340314	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK051-1-L-08h-04D4_S2__bin.9	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK051-1-L-08h-04D4_S2	96.07329843	1.439790576	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK051-1-L-48h-04D5_S3__bin.9	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK051-1-L-48h-04D5_S3	98.42931937	0.785340314	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK051-2-L-08h-04D6_S4__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK051-2-L-08h-04D6_S4	98.2547993	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK051-2-L-48h-04D7_S5__bin.10	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK051-2-L-48h-04D7_S5	97.90575916	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK054-1-L-08h-04E7_S14__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK054-1-L-08h-04E7_S14	97.90575916	1.221640489	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK054-2-L-48h-04F1_S17__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK054-2-L-48h-04F1_S17	93.45549738	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK054-1-L-48h-04E8_S15__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK054-1-L-48h-04E8_S15	98.95287958	1.151832461	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK054-2-L-08h-04E9_S16__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK054-2-L-08h-04E9_S16	99.47643979	1.308900524	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK028-1-L-08h-02I7_S17__bin.4	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK028-1-L-08h-02I7_S17	74.0050053	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK028-2-G-48h-04A4_S104__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK028-2-G-48h-04A4_S104	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK028-2-L-08h-02I9_S19__bin.4	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK028-2-L-08h-02I9_S19	79.92355151	1.326352531	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK028-2-L-48h-03A1_S20	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK028-1-L-48h-02I8_S18__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK028-1-L-48h-02I8_S18	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK002-2-L-08h-01F7_S31__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK002-2-L-08h-01F7_S31	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK004-1-L-48h-01G5_S38__bin.4	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK004-1-L-48h-01G5_S38	97.90575916	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK022-1-L-48h-02F8_S113__bin.5	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK022-1-L-48h-02F8_S113	99.47643979	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK022-2-L-08h-02F9_S114__bin.8	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK022-2-L-08h-02F9_S114	96.85863874	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK022-2-L-48h-02G1_S115__bin.14	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK022-2-L-48h-02G1_S115	97.90575916	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK026-1-L-48h-02H9_S10__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK026-1-L-48h-02H9_S10	98.95287958	1.570680628	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK026-2-L-08h-02I1_S11__bin.4	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK026-2-L-08h-02I1_S11	92.56544503	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK026-2-L-48h-02I2_S12__bin.6	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK026-2-L-48h-02I2_S12	97.01570681	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK027-2-L-48h-02I6_S16__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK027-2-L-48h-02I6_S16	70.1692523	3.758414361	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.7	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK033-1-L-08h-03B9_S37	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.7	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK033-2-L-08h-03C2_S39	97.90575916	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK033-2-L-48h-03C3_S40	97.38219895	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK055-2-L-08h-04F4_S20__bin.5	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK055-2-L-08h-04F4_S20	97.38219895	1.064009458	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK064-1-L-08h-05A2_S54__bin.7	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK064-1-L-08h-05A2_S54	94.76439791	1.134380454	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK026-1-L-08h-02H8_S9__bin.5	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK026-1-L-08h-02H8_S9	99.47643979	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK020-1-L-48h-02E6_S102__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK020-1-L-48h-02E6_S102	97.73123909	1.701570681	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK020-2-L-48h-02E8_S104__bin.5	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK020-2-L-48h-02E8_S104	97.86212914	1.265270506	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001-1-L-48h-01F2_S26__bin.12	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001-1-L-48h-01F2_S26	81.37870855	1.570680628	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.10	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001-2-L-48h-01F4_S28	97.12041885	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001T-1-L-08h-05E6_S94__bin.1	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001T-1-L-08h-05E6_S94	87.19895288	0.804340483	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001T-1-L-48h-05F9_S106__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001T-1-L-48h-05F9_S106	96.23036649	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001T-2-L-00h-05D4_S83__bin.1	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001T-2-L-00h-05D4_S83	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001T-2-L-02h-05D8_S87__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001T-2-L-02h-05D8_S87	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001T-2-L-04h-05E3_S91__bin.6	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001T-2-L-04h-05E3_S91	97.55671902	1.701570681	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001T-2-L-08h-05E7_S95__bin.10	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001T-2-L-08h-05E7_S95	79.86910995	1.621347745	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001T-2-L-16h-05F2_S99__bin.7	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001T-2-L-16h-05F2_S99	98.95287958	1.396160558	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK001T-2-L-48h-05G1_S107__bin.4	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK001T-2-L-48h-05G1_S107	96.33507853	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK003-1-L-08h-01F9_S33__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK003-1-L-08h-01F9_S33	97.38219895	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK003-2-L-48h-01G3_S36__bin.2	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK003-2-L-48h-01G3_S36	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK004-1-L-08h-01G4_S37__bin.1	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK004-1-L-08h-01G4_S37	99.47643979	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK004-2-L-08h-01G6_S39__bin.7	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK004-2-L-08h-01G6_S39	98.95287958	0.523560209	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK010-1-L-08h-02A1_S61__bin.4	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK010-1-L-08h-02A1_S61	51.56834285	0.785340314	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK010-1-L-48h-02A2_S62__bin.3	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK010-1-L-48h-02A2_S62	98.95287958	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
MortensenS_xxxx__WK010-2-G-48h-01D4_S10__bin.4	water_kefir	fermented_beverages	kefir	MortensenS_xxxx__WK010-2-G-48h-01D4_S10	98.42931937	1.047120419	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_satsumensis	Carlino2024	Firmicutes
